Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-01 00:00:00-04:00,378.26960846491664,380.22811357558135,376.74853812390734,377.6432800292969,1745100,0.0,0.0
2023-05-02 00:00:00-04:00,375.56549930356175,376.62926256339057,368.77536935187646,373.8356628417969,2478700,0.0,0.0
2023-05-03 00:00:00-04:00,374.47190960458585,377.33507752800875,372.145538261353,372.71221923828125,1970900,0.0,0.0
2023-05-04 00:00:00-04:00,372.31456838706015,374.65086079864193,369.96835496231574,373.92510986328125,2814900,0.0,0.0
2023-05-05 00:00:00-04:00,378.3491544323571,382.90241405234605,376.0327343814089,382.415283203125,2682800,0.0,0.0
2023-05-08 00:00:00-04:00,381.76909878931167,385.19894792586416,381.53047869131007,383.2603454589844,1719600,0.0,0.0
2023-05-09 00:00:00-04:00,381.63983923983636,383.91648423781857,380.46673251544,380.705322265625,2036400,0.0,0.0
2023-05-10 00:00:00-04:00,383.737527380702,384.50305342653877,375.44619948610296,380.30767822265625,1940800,0.0,0.0
2023-05-11 00:00:00-04:00,379.97957289220574,383.4690997005242,377.046806069102,381.1527099609375,1901200,0.0,0.0
2023-05-12 00:00:00-04:00,382.2462329281555,382.77313880864216,376.58943547224845,379.6912536621094,2044000,0.0,0.0
2023-05-15 00:00:00-04:00,379.6415552305906,381.42111800472696,378.3093785730242,381.1725769042969,1957400,0.0,0.0
2023-05-16 00:00:00-04:00,380.36733156776575,381.36149603587836,375.1181443897111,378.0210876464844,2762700,0.0,0.0
2023-05-17 00:00:00-04:00,379.9696308695194,385.25856221146466,376.91753900009724,384.7416076660156,3260300,0.0,0.0
2023-05-18 00:00:00-04:00,384.8509491773944,389.7322998046875,383.5585476507619,389.7322998046875,3729500,0.0,0.0
2023-05-19 00:00:00-04:00,389.7124466474672,389.9112916642057,382.8924933940916,383.3199768066406,3368800,0.0,0.0
2023-05-22 00:00:00-04:00,382.74331784149194,385.1094338144606,381.9380471568413,382.2860107421875,1808800,0.0,0.0
2023-05-23 00:00:00-04:00,379.2935855647717,379.80061911018845,368.2782575190017,371.5689392089844,3979000,0.0,0.0
2023-05-24 00:00:00-04:00,367.21446643547335,367.45305616130577,363.44657520443866,366.34954833984375,2655700,0.0,0.0
2023-05-25 00:00:00-04:00,365.7630401380428,368.8250532419073,362.78054683943196,367.880615234375,3752200,0.0,0.0
2023-05-26 00:00:00-04:00,368.8350039731463,373.4876862296586,367.8905356277153,372.1853332519531,2691300,0.0,0.0
2023-05-30 00:00:00-04:00,374.0842009581093,374.43216458622896,364.0630365731106,365.3554382324219,3430100,0.0,0.0
2023-05-31 00:00:00-04:00,362.87002021156303,363.56594745461445,355.76175054107034,362.889892578125,10695300,0.0,0.0
2023-06-01 00:00:00-04:00,365.0174054534276,368.9244642715357,363.9138671907504,368.7156982421875,3389700,0.0,0.0
2023-06-02 00:00:00-04:00,372.404069674774,373.62690290986154,369.9783059115142,371.5491027832031,2501200,0.0,0.0
2023-06-05 00:00:00-04:00,370.57478565337743,370.62448173832627,366.37941060892655,368.3577880859375,2316200,0.0,0.0
