Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-01 00:00:00-04:00,614.3509442964635,626.5987292840803,614.0567738513115,625.5789184570312,1703000,0.0,0.0
2023-05-02 00:00:00-04:00,613.6253198060531,614.3509602067425,593.2875178664414,600.465576171875,2835700,0.0,0.0
2023-05-03 00:00:00-04:00,604.9370994628703,609.8891578951957,600.5243634605196,601.308837890625,1981600,0.0,0.0
2023-05-04 00:00:00-04:00,598.1708878416935,602.054117119163,589.6297705031616,598.3277587890625,1768400,0.0,0.0
2023-05-05 00:00:00-04:00,604.0056168026423,619.2246149654895,601.475630955043,617.9008178710938,2486400,0.0,0.0
2023-05-08 00:00:00-04:00,617.5673359738054,618.4988656940714,608.5457303888106,616.8612670898438,1393400,0.0,0.0
2023-05-09 00:00:00-04:00,610.6540676608809,611.9681088596856,603.9172947501514,606.5159301757812,1699000,0.0,0.0
2023-05-10 00:00:00-04:00,609.9971064028272,615.8219212366122,606.2806230425671,614.12548828125,1917400,0.0,0.0
2023-05-11 00:00:00-04:00,614.4294616659126,616.2925812104974,606.0060114559699,615.498291015625,1443000,0.0,0.0
2023-05-12 00:00:00-04:00,616.1945240411554,620.4307582247968,612.1054050134699,618.9108276367188,1194200,0.0,0.0
2023-05-15 00:00:00-04:00,619.616851157169,627.608831316567,616.2827595915327,627.39306640625,1461400,0.0,0.0
2023-05-16 00:00:00-04:00,628.0403049227161,634.3651794843541,626.3438121575696,629.0012817382812,1496700,0.0,0.0
2023-05-17 00:00:00-04:00,634.7965883745753,648.0838751480353,632.0803448130182,644.7203369140625,2413300,0.0,0.0
2023-05-18 00:00:00-04:00,643.2789305639814,666.1859220196877,643.2789305639814,664.7542724609375,2638900,0.0,0.0
2023-05-19 00:00:00-04:00,666.8135291659032,671.6675513852927,665.2543359027213,669.0198974609375,2296400,0.0,0.0
2023-05-22 00:00:00-04:00,668.1864203624284,671.4027839861087,661.0475642694962,665.2151489257812,1779600,0.0,0.0
2023-05-23 00:00:00-04:00,677.2471707324455,685.435224163059,668.7943339708593,673.1874389648438,3608800,0.0,0.0
2023-05-24 00:00:00-04:00,668.2256575045323,671.0399982643152,662.949980574333,666.3527221679688,2302100,0.0,0.0
2023-05-25 00:00:00-04:00,685.8470887089601,718.1875847262804,677.3746801649303,714.6671752929688,4926300,0.0,0.0
2023-05-26 00:00:00-04:00,732.9359634602855,799.1760339283252,732.5339404419101,796.9696655273438,8250000,0.0,0.0
2023-05-30 00:00:00-04:00,818.9253488581469,903.904871726236,783.3194747423712,787.7616577148438,11691200,0.0,0.0
2023-05-31 00:00:00-04:00,779.4853753146692,805.7362125326792,774.8078556890844,792.2921142578125,8999800,0.0,0.0
2023-06-01 00:00:00-04:00,785.0944807398707,790.1642080425082,769.9342574168535,774.6314086914062,8079200,0.0,0.0
2023-06-02 00:00:00-04:00,775.3080687740626,807.7956226902276,771.9347742278579,796.2538452148438,6279700,0.0,0.0
2023-06-05 00:00:00-04:00,793.5080407294887,793.5080407294887,779.0734592071011,786.7418212890625,2622200,0.0,0.0
2023-06-06 00:00:00-04:00,786.4477174396756,786.4477174396756,761.3245420272968,774.680419921875,3782300,0.0,0.0
2023-06-07 00:00:00-04:00,774.503893060161,789.8308023787779,772.23869075394,777.2593994140625,2895700,0.0,0.0
2023-06-08 00:00:00-04:00,779.4951540017289,789.3993316663248,773.4840814463693,788.6050415039062,2190900,0.0,0.0
2023-06-09 00:00:00-04:00,790.173956021844,801.892234208968,788.2912053211796,789.016845703125,1924100,0.0,0.0
2023-06-12 00:00:00-04:00,795.390797581297,841.3617078027472,795.390797581297,838.7728881835938,5106500,0.0,0.0
2023-06-13 00:00:00-04:00,844.4310701388848,846.5197702101815,824.6914240126213,834.6151733398438,3899000,0.0,0.0
2023-06-14 00:00:00-04:00,839.3025174159795,871.3095211016283,830.79078622882,868.9953002929688,4352400,0.0,0.0
2023-06-15 00:00:00-04:00,867.2595607447848,870.7505230955836,854.1292641157694,866.298583984375,3381400,0.0,0.0
2023-06-16 00:00:00-04:00,872.03521267511,872.6922033532979,848.6673045512495,851.2756958007812,6829200,0.0,0.0
2023-06-20 00:00:00-04:00,845.9314057972656,860.062002846733,844.3134382502791,851.1973266601562,2753500,0.0,0.0
2023-06-21 00:00:00-04:00,847.81583260615,853.7308267871232,832.633990140146,835.650634765625,2322900,4.6,0.0
2023-06-22 00:00:00-04:00,833.1170375317101,836.8828639345087,823.4755688409675,830.4946899414062,2346400,0.0,0.0
2023-06-23 00:00:00-04:00,822.1940322028893,824.1755648159461,807.2487803658836,810.5020751953125,3740700,0.0,0.0
2023-06-26 00:00:00-04:00,813.3116911335708,825.141679368241,808.5993836049533,809.9894409179688,2137200,0.0,0.0
2023-06-27 00:00:00-04:00,816.9395427999581,837.9574956766766,809.368357588884,836.3801879882812,2492300,0.0,0.0
2023-06-28 00:00:00-04:00,826.8471590474543,846.3666879826025,825.2008358480036,835.9266967773438,1944500,0.0,0.0
2023-06-29 00:00:00-04:00,842.3444118567053,850.6155592070957,834.4182817394931,850.349365234375,2338600,0.0,0.0
2023-06-30 00:00:00-04:00,856.2150866093652,862.1793599774542,852.0844468744305,855.1405029296875,2313900,0.0,0.0
2023-07-03 00:00:00-04:00,856.3136721561795,864.3087578974332,852.6660805075459,864.0228881835938,903800,0.0,0.0
2023-07-05 00:00:00-04:00,855.1109635291647,864.4763704058992,849.5409869500933,849.6494140625,1444000,0.0,0.0
2023-07-06 00:00:00-04:00,833.028281949601,841.802213366117,832.367791165479,835.9857788085938,2393900,0.0,0.0
2023-07-07 00:00:00-04:00,838.381395856513,845.8342859949515,832.6931239583075,834.7535400390625,1940100,0.0,0.0
2023-07-10 00:00:00-04:00,836.2619018801703,866.7142177021573,836.2619018801703,865.2946166992188,3062200,0.0,0.0
2023-07-11 00:00:00-04:00,868.6267819229627,870.490019622175,852.3802830309861,869.553466796875,2550400,0.0,0.0
2023-07-12 00:00:00-04:00,876.4049999242161,884.8733266796897,869.5041731531593,877.341552734375,2819700,0.0,0.0
2023-07-13 00:00:00-04:00,886.2041248163226,886.2041248163226,865.8269872263672,877.7456665039062,2591200,0.0,0.0
2023-07-14 00:00:00-04:00,873.6051482082456,890.5516083120981,873.6051482082456,875.9909057617188,1850300,0.0,0.0
2023-07-17 00:00:00-04:00,878.3864299667159,900.2719186301723,877.1738755161119,897.452392578125,2681900,0.0,0.0
2023-07-18 00:00:00-04:00,893.1443535672217,897.0088596169909,885.5337568743092,890.6304931640625,2451800,0.0,0.0
2023-07-19 00:00:00-04:00,884.5577819802223,893.1344749983957,873.0826793739654,888.5996704101562,2411800,0.0,0.0
2023-07-20 00:00:00-04:00,879.894781216615,894.149938613753,873.4474593294212,875.7543334960938,2826800,0.0,0.0
2023-07-21 00:00:00-04:00,891.6754988304646,898.2411760226046,881.1665523813101,884.045166015625,7426100,0.0,0.0
2023-07-24 00:00:00-04:00,888.0378042939594,892.6120810214557,881.5608782754664,888.816650390625,1999200,0.0,0.0
2023-07-25 00:00:00-04:00,887.860349377638,910.1007253663206,887.860349377638,904.9842529296875,2004200,0.0,0.0
2023-07-26 00:00:00-04:00,896.121639552043,897.7186832049367,875.074142163191,880.4370727539062,1987700,0.0,0.0
2023-07-27 00:00:00-04:00,895.628669636785,896.9595192108911,873.4474422654833,880.8707885742188,2192200,0.0,0.0
2023-07-28 00:00:00-04:00,886.5787409079664,890.7586603724948,881.2848260935464,887.0420532226562,1879100,0.0,0.0
2023-07-31 00:00:00-04:00,884.7845426441925,888.234955902415,878.3766323074935,885.9182739257812,1495200,0.0,0.0
2023-08-01 00:00:00-04:00,886.2435440880125,907.5769705188744,884.9817099724249,906.9657592773438,1968300,0.0,0.0
2023-08-02 00:00:00-04:00,899.3747879292235,900.0648825676874,877.6766095557176,879.6581420898438,2687700,0.0,0.0
2023-08-03 00:00:00-04:00,874.0586740274189,882.6452954639943,868.5971844654999,872.44189453125,1828100,0.0,0.0
2023-08-04 00:00:00-04:00,872.4418970672444,880.9595030435729,860.9963978824211,869.1591186523438,2115600,0.0,0.0
2023-08-07 00:00:00-04:00,875.1036567491221,884.6563746658812,872.7278272510513,884.3507690429688,1114600,0.0,0.0
2023-08-08 00:00:00-04:00,877.4795149610267,877.9822389003652,861.0259711563374,870.6476440429688,1408100,0.0,0.0
2023-08-09 00:00:00-04:00,870.2138908275422,871.0124727833849,836.6955914006369,838.6771240234375,2467200,0.0,0.0
2023-08-10 00:00:00-04:00,841.0333078362469,849.2945879218315,825.210710310095,830.9581298828125,2018600,0.0,0.0
